formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C49H80NO7P	[M + H]+	C49H81NO7P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphocholines	0,995	Lipids and lipid-like molecules	0,986	Glycerophospholipids	0,995	Glycerophosphocholines	0,976	1-(1Z-alkenyl),2-acyl-glycerophosphocholines	0,522	1-(1Z-alkenyl),2-acyl-glycerophosphocholines	0,522	Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Glycerol ethers; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; 1-(1Z-alkenyl),2-acyl-glycerophosphocholines; 1-alkyl,2-acylglycero-3-phosphocholines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	826,573	876	14,593	692055303648158414	692040042742770839	14245	
1	C48H88NO8P	[M + H]+	C48H89NO8P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphocholines	0,998	Lipids and lipid-like molecules	0,990	Glycerophospholipids	0,999	Glycerophosphocholines	0,994	Phosphatidylcholines	0,988	Phosphatidylcholines	0,988	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	838,632	876	14,595	692055337047401458	692040050456097175	14565	
4	C15H28ClN5	[M + H]+	C15H29ClN5+	Alkaloids	0,932	Ornithine alkaloids	0,108	Polyamines	0,055	Organoheterocyclic compounds	0,856	Triazines	0,315	Aminotriazines	0,544	N-aliphatic s-triazines	0,684	N-aliphatic s-triazines	0,684	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Aryl chlorides; Organochlorides; Aminotriazines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aryl halides; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	314,211	876	14,596	692055326955906016	692039728429967463	1504	
6	C40H60N6O2	[M + H]+	C40H61N6O2+	Alkaloids	0,550	Oligopeptides	0,268	Steroidal alkaloids	0,038	Organic acids and derivatives	0,979	Carboxylic acids and derivatives	0,968	Amino acids, peptides, and analogues	0,919	Amino acids and derivatives	0,912	Alpha amino acids and derivatives	0,761	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	657,486	876	14,597	692055303509746377	692039931627251191	9665	
1	C44H86NO8P	[M + H]+	C44H87NO8P+	Fatty acids	0,999	Glycerophospholipids	1,000	Glycerophosphocholines	0,998	Lipids and lipid-like molecules	0,990	Glycerophospholipids	0,999	Glycerophosphocholines	0,996	Phosphatidylcholines	0,990	Phosphatidylcholines	0,990	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	788,616	876	14,597	692055339509457910	692040022039682535	13297	
1	C24H49NO4	[M + H]+	C24H50NO4+	Fatty acids	0,997	Fatty amides	0,626	N-acyl amines	0,316	Lipids and lipid-like molecules	0,964	Fatty Acyls	0,933	Fatty amides	0,879	N-acyl amines	0,872	N-acyl amines	0,872	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	416,374	876	14,598	692055335680058343	692039781957683311	3564	
1	C42H80NO8P	[M + Na]+	C42H80NNaO8P+	Fatty acids	1,000	Glycerophospholipids	1,000	Glycerophosphoethanolamines	0,999	Lipids and lipid-like molecules	0,990	Glycerophospholipids	0,999	Glycerophosphoethanolamines	0,996	Phosphatidylethanolamines	0,986	Phosphatidylethanolamines	0,986	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	780,552	876	14,600	692055290528375473	692040017073625723	13075	
3	C41H77NO8S2	[M + H]+	C41H78NO8S2+	Fatty acids	0,995	Spingolipids	0,618	Sphingoid bases	0,071	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Quaternary ammonium salts	0,951	Cholines	0,913	Phosphocholines	0,573	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Thioesters; Phosphocholines; Carbonyl compounds; Amines; Sulfenyl compounds; Organic cations; Organic salts; Carbothioic S-esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	776,518	876	14,601	692055301517451958	692040014137612451	12957	
1	C44H86NO8P	[M + Na]+	C44H86NNaO8P+	Fatty acids	0,998	Glycerophospholipids	1,000	Glycerophosphocholines	0,992	Lipids and lipid-like molecules	0,983	Glycerophospholipids	0,998	Glycerophosphocholines	0,987	Phosphatidylcholines	0,973	Phosphatidylcholines	0,973	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	810,598	876	14,605	692055370991904100	692040034010228339	13847	
1	C38H58N6O2	[M + H]+	C38H59N6O2+	Alkaloids	0,449	Oligopeptides	0,073	Tripeptides	0,028	Organic acids and derivatives	0,990	Carboxylic acids and derivatives	0,968	Amino acids, peptides, and analogues	0,897	Amino acids and derivatives	0,889	Alpha amino acids and derivatives	0,666	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	631,471	877	14,617	692055369922356568	692039913352665751	8918	
1	C41H77NO5	[M + H]+	C41H78NO5+	Fatty acids	0,938	Spingolipids	0,782	Neutral glycosphingolipids	0,126	Lipids and lipid-like molecules	0,977	Fatty Acyls	0,914	Fatty amides	0,904	N-acyl amines	0,879	N-acyl amines	0,879	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	664,588	877	14,618	692055371256145253	692039936542976279	9867	
1	C42H81NO6	[M + H]+	C42H82NO6+	Fatty acids	1,000	Spingolipids	1,000	Ceramides	1,000	Lipids and lipid-like molecules	0,993	Sphingolipids	0,990	Ceramides	0,994	Long-chain ceramides	0,523	Long-chain ceramides	0,523	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	696,614	877	14,619	692055372665431410	692039958806345495	10783	
2	C31H61N5O11	[M + H]+	C31H62N5O11+	Amino acids and Peptides	0,976	Oligopeptides	0,985	Cyclic peptides	0,911	Organic acids and derivatives	0,998	Carboxylic acids and derivatives	0,990	Amino acids, peptides, and analogues	0,884	Peptides	0,789	Oligopeptides	0,684	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	680,443	878	14,630	692055376679380352	692039947397836715	10299	
5	C42H88NO8P	[M + H]+	C42H89NO8P+	Fatty acids	1,000	Glycerophospholipids	1,000	Glycerophosphoethanolamines	0,995	Lipids and lipid-like molecules	0,984	Glycerophospholipids	0,999	Glycerophosphoethanolamines	0,979	Phosphatidylethanolamines	0,940	Phosphatidylethanolamines	0,940	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	766,635	878	14,631	692055347801597204	692040006701110463	12705	
2	C39H69O7P	[M + H]+	C39H70O7P+	Fatty acids	1,000	Glycerophospholipids	1,000	Glycerophosphates	1,000	Lipids and lipid-like molecules	0,992	Glycerophospholipids	1,000	Glycerophosphates	0,996	Diacylglycerophosphates	0,993	1,2-diacylglycerol-3-phosphates	0,995	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; 1,2-diacylglycerol-3-phosphates; Diacylglycerophosphates; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	681,486	878	14,637	692055348602709272	692039948505133159	10346	
3	C43H62N6O2	[M + H]+	C43H63N6O2+	Alkaloids	0,793	Ornithine alkaloids	0,182	Tropane alkaloids	0,430	Organic acids and derivatives	0,937	Carboxylic acids and derivatives	0,915	Amino acids, peptides, and analogues	0,606	Amino acids and derivatives	0,605	Amino acids and derivatives	0,605	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Tertiary amines; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	695,502	879	14,654	692055381716739468	692039957678077563	10744	
2	C43H87N2O6P	[M + H]+	C43H88N2O6P+	Fatty acids	1,000	Spingolipids	1,000	Phosphosphingolipids	0,999	Lipids and lipid-like molecules	0,987	Sphingolipids	0,975	Phosphosphingolipids	0,983			Phosphosphingolipids	0,983	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	759,638	880	14,665	692055426067310124	692040002284507635	12526	
2	C54H80N4O4	[M + H]+	C54H81N4O4+	Fatty acids	0,995	Spingolipids	0,809	Fatty acyl carnitines	0,164	Lipids and lipid-like molecules	0,922	Fatty Acyls	0,867	Fatty amides	0,747	N-acyl amines	0,696	N-acyl amines	0,696	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	849,625	880	14,674	692055394031216102	692040056281986459	14823	
